"","Date","profit","return"
"103","2019-06-30",6432.74978599985,0.0756794092470571
"104","2019-07-31",-83.7060587949211,-0.00098477716229319
"105","2019-08-31",-1465.38353226999,-0.0172398062619999
"106","2019-09-30",1948.52095621264,0.0229237759554428
"107","2019-10-31",3059.30729751929,0.0359918505590505
"108","2019-11-30",4099.55284846205,0.0482300335113183
"109","2020-02-29",-7273.13832050869,-0.0855663331824551
"110","2020-05-31",6807.50350795507,0.0800882765641773
"111","2020-06-30",-624.174590843415,-0.00734323048051076
"112","2020-07-31",4758.74608342856,0.055985248040336
"113","2020-09-30",-1167.40853035683,-0.0137342180041979
"114","2020-10-31",2323.00284904021,0.027329445282826
"115","2020-11-30",7736.84651304253,0.0910217236828533
"116","2020-12-31",2238.72126109982,0.0263378971894097
"117","2021-01-31",-250.122715031436,-0.00294262017684043
